collocate,raw_frequency,MI
mountains,1,3.008097419398272
eating,2,3.961104166810699
calls,1,3.3201064450741646
peter,1,2.334737192276151
generally,1,2.5310652567279517
scenery,1,4.60662329838139
political,1,3.076195035677712
art,1,1.8796321675804812
nick,1,2.4025317412709937
body,1,1.6249427782830492
just,1,0.08584635520719375
then,1,-0.8674046734090094
where,1,-0.09075147485287334
at,1,-1.994901687554071
modesty,1,4.318941225929609
sunday,2,3.024692031737123
childish,1,3.4850214914885815
common,1,1.8388913122545585
frustrated,1,5.828849543016676
s,1,-2.030736325881048
what,1,-1.2683292073402646
alternated,1,6.758385501640852
effusion,1,6.20833916472158
rather,2,1.1957826404474303
rabid,1,6.981529052955062
incarnate,1,6.330941486813912
christ,1,3.9096076410435243
seize,1,4.342471723339803
there,4,0.06273080594179346
unfathomable,1,5.616288101033003
gods,2,4.116950049620626
grudging,1,5.855517790098838
standards,1,5.515191984161635
either,1,1.4511083937213431
subtleties,1,6.981529052955062
mingled,1,3.577557744410181
birkin,2,3.6113637805406347
mystic,1,4.638121965440761
course,1,0.5653415811345007
fine,2,2.0016393761979714
hate,4,3.8397142742233226
want,1,0.5901704427883707
essential,1,4.290285970169233
ecstasy,1,4.469223428978947
equally,1,3.1120656619457114
uncle,1,1.5369491794287728
law,1,1.8287192700782633
quarrelling,1,5.035618903899748
option,1,5.7052355870495
puzzles,1,5.752863636038755
cried,1,0.8353782551777775
insensibly,1,5.203755825701747
leonard,1,2.1605756700590533
paying,1,3.619996927685338
towards,1,0.9552605836523876
visible,1,2.951723011870532
forget,1,2.042867258483895
deadly,1,3.6764755318458087
loving,1,2.9011707327077008
mean,1,0.9339598877956675
side,1,0.5429777230480958
played,1,2.5576809234278413
history,1,2.390626838764675
seems,1,1.7575761016958875
be,2,-1.15023447368269
certainly,1,1.4272783122698245
how,2,0.2473833901648577
comes,1,1.6609610774722054
whose,1,0.9999044261290526
egerton,1,2.7106667807588067
mere,1,1.9343475592013393
thanks,1,2.9068204652498197
vindictive,1,4.923140920473058
away,2,0.6209464659897886
wagers,1,6.981529052955062
conspired,1,6.3753932493847465
too,1,-0.19815994151071722
include,1,5.554412697314916
helen,1,1.9681198319760809
yourself,1,1.3261201625830765
descends,1,6.521996723576621
private,1,2.12171664859339
implacable,1,5.728766084459694
by,1,-1.4469422084003711
snap,1,4.7479368314479675
magistrates,1,5.059716455478809
upon,1,-0.47651291867397966
clever,2,3.033495610003883
painful,1,2.972681862891376
solely,1,4.630153795791584
ancient,1,2.681978640105419
momentary,1,3.9774979765863754
richard,1,1.8077361444747628
lies,2,3.383075890930824
rady,1,6.693846980503281
vice,1,4.032713699188823
adrian,1,3.151077701220727
slow,1,2.489154361112315
sentimental,1,3.849664605076491
sleep,1,1.7652355218856157
anatomical,1,7.163850609749017
responsibility,1,3.713863063917429
nature,2,1.8849709370934549
captain,1,1.3408047142659976
turncoat,1,7.163850609749017
shalt,1,3.50028896361937
will,5,0.6915661409614496
why,1,0.13175605651127176
teachers,1,4.546454776914937
sir,4,1.3180623352382446
bennet,1,5.217940460693703
out,1,-0.9876268930763396
personal,1,2.4633702439566
quite,1,0.22150068600238018
remarked,1,2.553692882249886
doctor,1,1.5233629854651292
towzer,1,9.466435702743063
master,1,1.3413966053753166
chaff,1,5.659773212972742
pendennis,1,2.6026323112901077
sporting,1,4.765955336950646
didst,1,4.22468868768342
dancing,1,3.1313814512450033
ayala,1,2.2165101660250746
augusta,3,5.000527584088478
italian,1,2.85439466790997
money,2,1.5606253900841303
poor,1,0.3233040804603294
lunch,1,3.2843507960264304
mutton,1,4.095797674615399
joints,1,5.2767809607166365
dishes,1,4.403840669716096
untidy,1,5.189769583727006
travelling,1,3.513192368455278
diligences,1,9.466435702743063
colonel,1,1.7629766548758876
storms,1,5.000527584088478
perversity,1,5.35556183856975
mr,2,-0.14053082867408076
bets,1,6.000699799943336
justice,1,2.5788831310784444
dr,2,2.823948901375806
madame,1,1.9311390002989735
_shall_,1,9.466435702743063
lying,1,2.1940373101730155
brute,1,3.583113314254783
figures,1,3.069506047526916
roger,1,2.6344821371772067
anybody,1,2.3948623385315297
descriptions,1,5.477451656178787
protested,1,3.9983755616079306
inventing,1,6.134231192567858
formality,1,5.637794306253967
railway,1,3.2030374401514385
domestic,1,3.2320249770246905
rank,1,2.758351618889993
great,1,-0.22020095810187662
books,1,1.9100077333028092
bats,1,6.000699799943336
coming,1,1.0302356705363565
